time,ppg_med
1721885272.6369998,30.0,
1721885272.662,23.0,
1721885272.687,21.0,
1721885272.7120001,22.0,
1721885272.737,18.0,
1721885272.762,-1.0,
1721885272.787,-29.0,
1721885272.812,-51.0,
1721885272.8370001,-47.0,
1721885272.862,-14.0,
1721885272.887,37.0,
1721885272.912,84.0,
1721885272.937,117.0,
1721885272.9620001,141.0,
1721885272.987,165.0,
1721885273.012,194.0,
1721885273.037,223.0,
1721885273.062,242.0,
1721885273.087,249.0,
1721885273.112,247.0,
1721885273.1369998,240.0,
1721885273.162,232.0,
1721885273.1869998,222.0,
1721885273.212,208.0,
1721885273.237,186.0,
1721885273.2619998,154.0,
1721885273.287,115.0,
1721885273.3119998,76.0,
1721885273.337,44.0,
1721885273.362,13.0,
1721885273.3869998,-33.0,
1721885273.412,-96.0,
1721885273.4369998,-158.0,
1721885273.462,-188.0,
1721885273.487,-170.0,
1721885273.512,-120.0,
1721885273.537,-72.0,
1721885273.562,-46.0,
1721885273.587,-32.0,
1721885273.612,-11.0,
1721885273.637,18.0,
1721885273.662,36.0,
1721885273.687,24.0,
1721885273.712,-13.0,
1721885273.737,-50.0,
1721885273.762,-70.0,
1721885273.787,-80.0,
1721885273.812,-99.0,
1721885273.837,-129.0,
1721885273.862,-155.0,
1721885273.8869998,-165.0,
1721885273.912,-164.0,
1721885273.9369998,-165.0,
1721885273.962,-173.0,
1721885273.9869998,-177.0,
1721885274.0119998,-169.0,
1721885274.037,-160.0,
1721885274.0619998,-166.0,
1721885274.087,-184.0,
1721885274.1119998,-188.0,
1721885274.1369998,-153.0,
1721885274.162,-82.0,
1721885274.1869998,-6.0,
1721885274.212,43.0,
1721885274.2369998,65.0,
1721885274.2619998,77.0,
1721885274.287,91.0,
1721885274.312,104.0,
1721885274.337,105.0,
1721885274.362,94.0,
1721885274.3869998,83.0,
1721885274.412,81.0,
1721885274.437,85.0,
1721885274.462,85.0,
1721885274.487,78.0,
1721885274.5119998,67.0,
1721885274.537,55.0,
1721885274.562,39.0,
1721885274.587,19.0,
1721885274.612,0.0,
1721885274.6369998,-13.0,
1721885274.662,-20.0,
1721885274.687,-25.0,
1721885274.7120001,-26.0,
1721885274.737,-9.0,
1721885274.762,34.0,
1721885274.787,94.0,
1721885274.812,147.0,
1721885274.8370001,175.0,
1721885274.862,178.0,
1721885274.887,174.0,
1721885274.912,174.0,
1721885274.937,171.0,
1721885274.9620001,155.0,
1721885274.987,128.0,
1721885275.012,99.0,
1721885275.037,74.0,
1721885275.062,45.0,
1721885275.087,4.0,
1721885275.112,-44.0,
1721885275.1369998,-82.0,
1721885275.162,-104.0,
1721885275.1869998,-121.0,
1721885275.212,-149.0,
1721885275.237,-190.0,
1721885275.2619998,-227.0,
1721885275.287,-249.0,
1721885275.3119998,-259.0,
1721885275.337,-270.0,
1721885275.362,-282.0,
1721885275.3869998,-272.0,
1721885275.412,-224.0,
1721885275.4369998,-147.0,
1721885275.462,-74.0,
1721885275.487,-30.0,
1721885275.512,-10.0,
1721885275.537,12.0,
1721885275.562,50.0,
1721885275.587,90.0,
1721885275.612,110.0,
1721885275.637,102.0,
1721885275.662,86.0,
1721885275.687,91.0,
1721885275.712,131.0,
1721885275.737,198.0,
1721885275.762,270.0,
1721885275.787,322.0,
1721885275.812,336.0,
1721885275.837,301.0,
1721885275.862,228.0,
1721885275.8869998,145.0,
1721885275.912,81.0,
1721885275.9369998,46.0,
1721885275.962,24.0,
1721885275.9869998,-10.0,
1721885276.0119998,-64.0,
1721885276.037,-116.0,
1721885276.0619998,-136.0,
1721885276.087,-112.0,
1721885276.1119998,-62.0,
1721885276.1369998,-10.0,
1721885276.162,27.0,
1721885276.1869998,56.0,
1721885276.212,85.0,
1721885276.2369998,110.0,
1721885276.2619998,114.0,
1721885276.287,89.0,
1721885276.312,43.0,
1721885276.337,-1.0,
1721885276.362,-27.0,
1721885276.3869998,-38.0,
1721885276.412,-50.0,
1721885276.437,-73.0,
1721885276.462,-99.0,
1721885276.487,-111.0,
1721885276.5119998,-102.0,
1721885276.537,-87.0,
1721885276.562,-87.0,
1721885276.587,-112.0,
1721885276.612,-148.0,
1721885276.6369998,-174.0,
1721885276.662,-181.0,
1721885276.687,-183.0,
1721885276.7120001,-197.0,
1721885276.737,-220.0,
1721885276.762,-229.0,
1721885276.787,-204.0,
1721885276.812,-143.0,
1721885276.8370001,-71.0,
1721885276.862,-13.0,
1721885276.887,22.0,
1721885276.912,44.0,
1721885276.937,62.0,
1721885276.9620001,78.0,
1721885276.987,86.0,
1721885277.012,87.0,
1721885277.037,89.0,
1721885277.062,101.0,
1721885277.087,123.0,
1721885277.112,143.0,
1721885277.1369998,149.0,
1721885277.162,139.0,
1721885277.1869998,119.0,
1721885277.212,100.0,
1721885277.237,84.0,
1721885277.2619998,68.0,
1721885277.287,47.0,
1721885277.3119998,21.0,
1721885277.337,-5.0,
1721885277.362,-27.0,
1721885277.3869998,-45.0,
1721885277.412,-65.0,
1721885277.4369998,-91.0,
1721885277.462,-116.0,
1721885277.487,-123.0,
1721885277.512,-97.0,
1721885277.537,-38.0,
1721885277.562,35.0,
1721885277.587,93.0,
1721885277.612,120.0,
1721885277.637,117.0,
1721885277.662,102.0,
1721885277.687,90.0,
1721885277.712,86.0,
1721885277.737,86.0,
1721885277.762,86.0,
1721885277.787,87.0,
1721885277.812,90.0,
1721885277.837,93.0,
1721885277.862,89.0,
1721885277.8869998,75.0,
1721885277.912,53.0,
1721885277.9369998,28.0,
1721885277.962,2.0,
1721885277.9869998,-25.0,
1721885278.0119998,-55.0,
1721885278.037,-83.0,
1721885278.0619998,-100.0,
1721885278.087,-105.0,
1721885278.1119998,-109.0,
1721885278.1369998,-128.0,
1721885278.162,-164.0,
1721885278.1869998,-200.0,
1721885278.212,-204.0,
1721885278.2369998,-160.0,
1721885278.2619998,-80.0,
1721885278.287,1.0,
1721885278.312,52.0,
1721885278.337,67.0,
1721885278.362,61.0,
1721885278.3869998,55.0,
1721885278.412,56.0,
1721885278.437,58.0,
1721885278.462,58.0,
1721885278.487,61.0,
1721885278.5119998,68.0,
1721885278.537,74.0,
1721885278.562,71.0,
1721885278.587,53.0,
1721885278.612,31.0,
1721885278.6369998,17.0,
1721885278.662,12.0,
1721885278.687,7.0,
1721885278.7120001,-9.0,
1721885278.737,-33.0,
1721885278.762,-53.0,
1721885278.787,-64.0,
1721885278.812,-74.0,
1721885278.8370001,-97.0,
1721885278.862,-130.0,
1721885278.887,-147.0,
1721885278.912,-125.0,
1721885278.937,-58.0,
1721885278.9620001,29.0,
1721885278.987,103.0,
1721885279.012,142.0,
1721885279.037,146.0,
1721885279.062,129.0,
1721885279.087,103.0,
1721885279.112,77.0,
1721885279.1369998,55.0,
1721885279.162,45.0,
1721885279.1869998,47.0,
1721885279.212,55.0,
1721885279.237,58.0,
1721885279.2619998,52.0,
1721885279.287,42.0,
1721885279.3119998,33.0,
1721885279.337,24.0,
1721885279.362,2.0,
1721885279.3869998,-37.0,
1721885279.412,-86.0,
1721885279.4369998,-125.0,
1721885279.462,-144.0,
1721885279.487,-152.0,
1721885279.512,-166.0,
1721885279.537,-191.0,
1721885279.562,-209.0,
1721885279.587,-192.0,
1721885279.612,-129.0,
1721885279.637,-41.0,
1721885279.662,36.0,
1721885279.687,77.0,
1721885279.712,87.0,
1721885279.737,85.0,
1721885279.762,86.0,
1721885279.787,90.0,
1721885279.812,90.0,
1721885279.837,85.0,
1721885279.862,82.0,
1721885279.8869998,88.0,
1721885279.912,97.0,
1721885279.9369998,98.0,
1721885279.962,86.0,
1721885279.9869998,67.0,
1721885280.0119998,48.0,
1721885280.037,30.0,
1721885280.0619998,7.0,
1721885280.087,-23.0,
1721885280.1119998,-50.0,
1721885280.1369998,-67.0,
1721885280.162,-76.0,
1721885280.1869998,-88.0,
1721885280.212,-112.0,
1721885280.2369998,-137.0,
1721885280.2619998,-140.0,
1721885280.287,-102.0,
1721885280.312,-33.0,
1721885280.337,40.0,
1721885280.362,90.0,
1721885280.3869998,110.0,
1721885280.412,111.0,
1721885280.437,108.0,
1721885280.462,106.0,
1721885280.487,102.0,
1721885280.5119998,95.0,
1721885280.537,88.0,
1721885280.562,86.0,
1721885280.587,86.0,
1721885280.612,80.0,
1721885280.6369998,66.0,
1721885280.662,46.0,
1721885280.687,27.0,
1721885280.7120001,6.0,
1721885280.737,-23.0,
1721885280.762,-60.0,
1721885280.787,-96.0,
1721885280.812,-120.0,
1721885280.8370001,-131.0,
1721885280.862,-143.0,
1721885280.887,-167.0,
1721885280.912,-195.0,
1721885280.937,-202.0,
1721885280.9620001,-167.0,
1721885280.987,-95.0,
1721885281.012,-15.0,
1721885281.037,42.0,
1721885281.062,66.0,
1721885281.087,70.0,
1721885281.112,70.0,
1721885281.1369998,72.0,
1721885281.162,71.0,
1721885281.1869998,65.0,
1721885281.212,60.0,
1721885281.237,62.0,
1721885281.2619998,70.0,
1721885281.287,74.0,
1721885281.3119998,65.0,
1721885281.337,47.0,
1721885281.362,29.0,
1721885281.3869998,14.0,
1721885281.412,0.0,
1721885281.4369998,-18.0,
1721885281.462,-37.0,
1721885281.487,-52.0,
1721885281.512,-67.0,
1721885281.537,-89.0,
1721885281.562,-123.0,
1721885281.587,-151.0,
1721885281.612,-150.0,
1721885281.637,-107.0,
1721885281.662,-35.0,
1721885281.687,32.0,
1721885281.712,71.0,
1721885281.737,81.0,
1721885281.762,84.0,
1721885281.787,91.0,
1721885281.812,99.0,
1721885281.837,99.0,
1721885281.862,89.0,
1721885281.8869998,80.0,
1721885281.912,82.0,
1721885281.9369998,88.0,
1721885281.962,87.0,
1721885281.9869998,71.0,
1721885282.0119998,48.0,
1721885282.037,30.0,
1721885282.0619998,16.0,
1721885282.087,1.0,
1721885282.1119998,-23.0,
1721885282.1369998,-50.0,
1721885282.162,-68.0,
1721885282.1869998,-79.0,
1721885282.212,-94.0,
1721885282.2369998,-126.0,
1721885282.2619998,-164.0,
1721885282.287,-183.0,
1721885282.312,-159.0,
1721885282.337,-95.0,
1721885282.362,-16.0,
1721885282.3869998,48.0,
1721885282.412,85.0,
1721885282.437,101.0,
1721885282.462,111.0,
1721885282.487,122.0,
1721885282.5119998,132.0,
1721885282.537,135.0,
1721885282.562,132.0,
1721885282.587,126.0,
1721885282.612,124.0,
1721885282.6369998,123.0,
1721885282.662,119.0,
1721885282.687,104.0,
1721885282.7120001,82.0,
1721885282.737,58.0,
1721885282.762,38.0,
1721885282.787,20.0,
1721885282.812,-2.0,
1721885282.8370001,-31.0,
1721885282.862,-64.0,
1721885282.887,-91.0,
1721885282.912,-113.0,
1721885282.937,-139.0,
1721885282.9620001,-176.0,
1721885282.987,-213.0,
1721885283.012,-224.0,
1721885283.037,-189.0,
1721885283.062,-118.0,
1721885283.087,-40.0,
1721885283.112,15.0,
1721885283.1369998,40.0,
1721885283.162,50.0,
1721885283.1869998,60.0,
1721885283.212,70.0,
1721885283.237,72.0,
1721885283.2619998,65.0,
1721885283.287,58.0,
1721885283.3119998,59.0,
1721885283.337,66.0,
1721885283.362,66.0,
1721885283.3869998,55.0,
1721885283.412,39.0,
1721885283.4369998,24.0,
1721885283.462,10.0,
1721885283.487,-7.0,
1721885283.512,-26.0,
1721885283.537,-43.0,
1721885283.562,-54.0,
1721885283.587,-67.0,
1721885283.612,-89.0,
1721885283.637,-117.0,
1721885283.662,-140.0,
1721885283.687,-156.0,
1721885283.712,-177.0,
1721885283.737,-212.0,
1721885283.762,-250.0,
1721885283.787,-260.0,
1721885283.812,-218.0,
1721885283.837,-135.0,
1721885283.862,-47.0,
1721885283.8869998,12.0,
1721885283.912,39.0,
1721885283.9369998,52.0,
1721885283.962,65.0,
1721885283.9869998,74.0,
1721885284.0119998,74.0,
1721885284.037,70.0,
1721885284.0619998,73.0,
1721885284.087,87.0,
1721885284.1119998,102.0,
1721885284.1369998,106.0,
1721885284.162,99.0,
1721885284.1869998,90.0,
1721885284.212,82.0,
1721885284.2369998,72.0,
1721885284.2619998,57.0,
1721885284.287,45.0,
1721885284.312,42.0,
1721885284.337,44.0,
1721885284.362,34.0,
1721885284.3869998,5.0,
1721885284.412,-30.0,
1721885284.437,-49.0,
1721885284.462,-43.0,
1721885284.487,-29.0,
1721885284.5119998,-25.0,
1721885284.537,-30.0,
1721885284.562,-22.0,
1721885284.587,16.0,
1721885284.612,82.0,
1721885284.6369998,155.0,
1721885284.662,218.0,
1721885284.687,261.0,
1721885284.7120001,275.0,
1721885284.737,251.0,
1721885284.762,185.0,
1721885284.787,98.0,
1721885284.812,24.0,
1721885284.8370001,-11.0,
1721885284.862,-11.0,
1721885284.887,0.0,
1721885284.912,5.0,
1721885284.937,2.0,
1721885284.9620001,-1.0,
1721885284.987,-10.0,
1721885285.012,-36.0,
1721885285.037,-81.0,
1721885285.062,-127.0,
1721885285.087,-152.0,
1721885285.112,-151.0,
1721885285.1369998,-139.0,
1721885285.162,-136.0,
1721885285.1869998,-151.0,
1721885285.212,-181.0,
1721885285.237,-215.0,
1721885285.2619998,-244.0,
1721885285.287,-253.0,
1721885285.3119998,-226.0,
1721885285.337,-158.0,
1721885285.362,-64.0,
1721885285.3869998,26.0,
1721885285.412,91.0,
1721885285.4369998,130.0,
1721885285.462,157.0,
1721885285.487,183.0,
1721885285.512,203.0,
1721885285.537,211.0,
1721885285.562,212.0,
1721885285.587,216.0,
1721885285.612,230.0,
1721885285.637,243.0,
1721885285.662,240.0,
1721885285.687,217.0,
1721885285.712,187.0,
1721885285.737,162.0,
1721885285.762,142.0,
1721885285.787,117.0,
1721885285.812,78.0,
1721885285.837,31.0,
1721885285.862,-14.0,
1721885285.8869998,-51.0,
1721885285.912,-86.0,
1721885285.9369998,-128.0,
1721885285.962,-174.0,
1721885285.9869998,-211.0,
1721885286.0119998,-223.0,
1721885286.037,-202.0,
1721885286.0619998,-153.0,
1721885286.087,-90.0,
1721885286.1119998,-35.0,
1721885286.1369998,-10.0,
1721885286.162,-22.0,
1721885286.1869998,-64.0,
1721885286.212,-117.0,
1721885286.2369998,-158.0,
1721885286.2619998,-174.0,
1721885286.287,-164.0,
1721885286.312,-139.0,
1721885286.337,-111.0,
1721885286.362,-86.0,
1721885286.3869998,-64.0,
1721885286.412,-38.0,
1721885286.437,-8.0,
1721885286.462,17.0,
1721885286.487,23.0,
1721885286.5119998,8.0,
1721885286.537,-17.0,
1721885286.562,-34.0,
1721885286.587,-33.0,
1721885286.612,-26.0,
1721885286.6369998,-32.0,
1721885286.662,-51.0,
1721885286.687,-56.0,
1721885286.7120001,-20.0,
1721885286.737,58.0,
1721885286.762,134.0,
1721885286.787,156.0,
1721885286.812,108.0,
1721885286.8370001,27.0,
1721885286.862,-32.0,
1721885286.887,-39.0,
1721885286.912,-8.0,
1721885286.937,29.0,
1721885286.9620001,53.0,
1721885286.987,68.0,
1721885287.012,84.0,
1721885287.037,98.0,
1721885287.062,95.0,
1721885287.087,73.0,
1721885287.112,42.0,
1721885287.1369998,16.0,
1721885287.162,-2.0,
1721885287.1869998,-21.0,
1721885287.212,-44.0,
1721885287.237,-64.0,
1721885287.2619998,-77.0,
1721885287.287,-89.0,
1721885287.3119998,-111.0,
1721885287.337,-139.0,
1721885287.362,-149.0,
1721885287.3869998,-118.0,
1721885287.412,-48.0,
1721885287.4369998,29.0,
1721885287.462,80.0,
1721885287.487,97.0,
1721885287.512,96.0,
1721885287.537,98.0,
1721885287.562,103.0,
1721885287.587,105.0,
1721885287.612,100.0,
1721885287.637,95.0,
1721885287.662,97.0,
1721885287.687,101.0,
1721885287.712,94.0,
1721885287.737,73.0,
1721885287.762,45.0,
1721885287.787,18.0,
1721885287.812,-7.0,
1721885287.837,-37.0,
1721885287.862,-73.0,
1721885287.8869998,-106.0,
1721885287.912,-128.0,
1721885287.9369998,-147.0,
1721885287.962,-175.0,
1721885287.9869998,-212.0,
1721885288.0119998,-235.0,
1721885288.037,-219.0,
1721885288.0619998,-162.0,
1721885288.087,-87.0,
1721885288.1119998,-29.0,
1721885288.1369998,2.0,
1721885288.162,14.0,
1721885288.1869998,21.0,
1721885288.212,26.0,
1721885288.2369998,26.0,
1721885288.2619998,23.0,
1721885288.287,26.0,
1721885288.312,38.0,
1721885288.337,51.0,
1721885288.362,55.0,
1721885288.3869998,47.0,
1721885288.412,35.0,
1721885288.437,28.0,
1721885288.462,20.0,
1721885288.487,7.0,
1721885288.5119998,-12.0,
1721885288.537,-28.0,
1721885288.562,-38.0,
1721885288.587,-49.0,
1721885288.612,-68.0,
1721885288.6369998,-87.0,
1721885288.662,-79.0,
1721885288.687,-28.0,
1721885288.7120001,59.0,
1721885288.737,149.0,
1721885288.762,218.0,
1721885288.787,262.0,
1721885288.812,293.0,
1721885288.8370001,317.0,
1721885288.862,332.0,
1721885288.887,333.0,
1721885288.912,325.0,
1721885288.937,320.0,
1721885288.9620001,318.0,
1721885288.987,310.0,
1721885289.012,287.0,
1721885289.037,248.0,
1721885289.062,200.0,
1721885289.087,149.0,
1721885289.112,91.0,
1721885289.1369998,24.0,
1721885289.162,-47.0,
1721885289.1869998,-117.0,
1721885289.212,-189.0,
1721885289.237,-268.0,
1721885289.2619998,-344.0,
1721885289.287,-393.0,
1721885289.3119998,-392.0,
1721885289.337,-343.0,
1721885289.362,-277.0,
1721885289.3869998,-223.0,
1721885289.412,-186.0,
1721885289.4369998,-150.0,
1721885289.462,-105.0,
1721885289.487,-61.0,
1721885289.512,-40.0,
1721885289.537,-46.0,
1721885289.562,-62.0,
1721885289.587,-67.0,
1721885289.612,-56.0,
1721885289.637,-40.0,
1721885289.662,-31.0,
1721885289.687,-26.0,
1721885289.712,-21.0,
1721885289.737,-15.0,
1721885289.762,-15.0,
1721885289.787,-24.0,
1721885289.812,-40.0,
1721885289.837,-61.0,
1721885289.862,-95.0,
1721885289.8869998,-145.0,
1721885289.912,-196.0,
1721885289.9369998,-216.0,
1721885289.962,-181.0,
1721885289.9869998,-103.0,
1721885290.0119998,-21.0,
1721885290.037,33.0,
1721885290.0619998,54.0,
1721885290.087,65.0,
1721885290.1119998,80.0,
1721885290.1369998,95.0,
1721885290.162,95.0,
1721885290.1869998,79.0,
1721885290.212,63.0,
1721885290.2369998,57.0,
1721885290.2619998,55.0,
1721885290.287,41.0,
1721885290.312,15.0,
1721885290.337,-9.0,
1721885290.362,-11.0,
1721885290.3869998,3.0,
1721885290.412,17.0,
1721885290.437,17.0,
1721885290.462,7.0,
1721885290.487,-2.0,
1721885290.5119998,-8.0,
1721885290.537,-23.0,
1721885290.562,-50.0,
1721885290.587,-70.0,
1721885290.612,-60.0,
1721885290.6369998,-15.0,
1721885290.662,45.0,
1721885290.687,89.0,
1721885290.7120001,108.0,
1721885290.737,116.0,
1721885290.762,129.0,
1721885290.787,148.0,
1721885290.812,159.0,
1721885290.8370001,153.0,
1721885290.862,139.0,
1721885290.887,127.0,
1721885290.912,123.0,
1721885290.937,117.0,
1721885290.9620001,100.0,
1721885290.987,72.0,
1721885291.012,41.0,
1721885291.037,12.0,
1721885291.062,-12.0,
1721885291.087,-30.0,
1721885291.112,-42.0,
1721885291.1369998,-50.0,
1721885291.162,-60.0,
1721885291.1869998,-75.0,
1721885291.212,-93.0,
1721885291.237,-106.0,
1721885291.2619998,-113.0,
1721885291.287,-124.0,
1721885291.3119998,-145.0,
1721885291.337,-169.0,
1721885291.362,-171.0,
1721885291.3869998,-136.0,
1721885291.412,-72.0,
1721885291.4369998,-5.0,
1721885291.462,43.0,
1721885291.487,68.0,
1721885291.512,81.0,
1721885291.537,90.0,
1721885291.562,94.0,
1721885291.587,91.0,
1721885291.612,87.0,
1721885291.637,90.0,
1721885291.662,101.0,
1721885291.687,109.0,
1721885291.712,104.0,
1721885291.737,88.0,
1721885291.762,66.0,
1721885291.787,48.0,
1721885291.812,34.0,
1721885291.837,24.0,
1721885291.862,14.0,
1721885291.8869998,3.0,
1721885291.912,-12.0,
1721885291.9369998,-35.0,
1721885291.962,-59.0,
1721885291.9869998,-75.0,
1721885292.0119998,-80.0,
1721885292.037,-84.0,
1721885292.0619998,-98.0,
1721885292.087,-119.0,
1721885292.1119998,-125.0,
1721885292.1369998,-99.0,
1721885292.162,-47.0,
1721885292.1869998,3.0,
1721885292.212,32.0,
1721885292.2369998,41.0,
1721885292.2619998,46.0,
1721885292.287,56.0,
1721885292.312,60.0,
1721885292.337,48.0,
1721885292.362,23.0,
1721885292.3869998,5.0,
1721885292.412,7.0,
1721885292.437,21.0,
1721885292.462,29.0,
1721885292.487,21.0,
1721885292.5119998,4.0,
1721885292.537,-10.0,
1721885292.562,-17.0,
1721885292.587,-23.0,
1721885292.612,-34.0,
1721885292.6369998,-51.0,
1721885292.662,-71.0,
1721885292.687,-90.0,
1721885292.7120001,-105.0,
1721885292.737,-113.0,
1721885292.762,-114.0,
1721885292.787,-114.0,
1721885292.812,-118.0,
1721885292.8370001,-125.0,
1721885292.862,-120.0,
1721885292.887,-91.0,
1721885292.912,-38.0,
1721885292.937,21.0,
1721885292.9620001,67.0,
1721885292.987,99.0,
1721885293.012,128.0,
1721885293.037,159.0,
1721885293.062,186.0,
1721885293.087,194.0,
1721885293.112,182.0,
1721885293.1369998,164.0,
1721885293.162,155.0,
1721885293.1869998,152.0,
1721885293.212,143.0,
1721885293.237,119.0,
1721885293.2619998,87.0,
1721885293.287,58.0,
1721885293.3119998,34.0,
1721885293.337,12.0,
1721885293.362,-14.0,
1721885293.3869998,-41.0,
1721885293.412,-61.0,
1721885293.4369998,-75.0,
1721885293.462,-88.0,
1721885293.487,-101.0,
1721885293.512,-111.0,
1721885293.537,-118.0,
1721885293.562,-129.0,
1721885293.587,-155.0,
1721885293.612,-189.0,
1721885293.637,-206.0,
1721885293.662,-183.0,
1721885293.687,-122.0,
1721885293.712,-51.0,
1721885293.737,0.0,
1721885293.762,24.0,
1721885293.787,34.0,
1721885293.812,43.0,
1721885293.837,52.0,
1721885293.862,52.0,
1721885293.8869998,42.0,
1721885293.912,34.0,
1721885293.9369998,37.0,
1721885293.962,47.0,
1721885293.9869998,55.0,
1721885294.0119998,55.0,
1721885294.037,50.0,
1721885294.0619998,48.0,
1721885294.087,48.0,
1721885294.1119998,43.0,
1721885294.1369998,31.0,
1721885294.162,18.0,
1721885294.1869998,6.0,
1721885294.212,-4.0,
1721885294.2369998,-18.0,
1721885294.2619998,-35.0,
1721885294.287,-48.0,
1721885294.312,-57.0,
1721885294.337,-70.0,
1721885294.362,-92.0,
1721885294.3869998,-113.0,
1721885294.412,-111.0,
1721885294.437,-72.0,
1721885294.462,-5.0,
1721885294.487,64.0,
1721885294.5119998,112.0,
1721885294.537,138.0,
1721885294.562,154.0,
1721885294.587,166.0,
1721885294.612,166.0,
1721885294.6369998,149.0,
1721885294.662,121.0,
1721885294.687,96.0,
1721885294.7120001,85.0,
1721885294.737,80.0,
1721885294.762,71.0,
1721885294.787,51.0,
1721885294.812,27.0,
1721885294.8370001,5.0,
1721885294.862,-12.0,
1721885294.887,-27.0,
1721885294.912,-43.0,
1721885294.937,-59.0,
1721885294.9620001,-76.0,
1721885294.987,-96.0,
1721885295.012,-119.0,
1721885295.037,-142.0,
1721885295.062,-162.0,
1721885295.087,-183.0,
1721885295.112,-210.0,
1721885295.1369998,-238.0,
1721885295.162,-250.0,
1721885295.1869998,-228.0,
1721885295.212,-168.0,
1721885295.237,-88.0,
1721885295.2619998,-16.0,
1721885295.287,34.0,
1721885295.3119998,65.0,
1721885295.337,87.0,
1721885295.362,105.0,
1721885295.3869998,118.0,
1721885295.412,121.0,
1721885295.4369998,120.0,
1721885295.462,119.0,
1721885295.487,121.0,
1721885295.512,123.0,
1721885295.537,123.0,
1721885295.562,121.0,
1721885295.587,121.0,
1721885295.612,124.0,
1721885295.637,125.0,
1721885295.662,117.0,
1721885295.687,97.0,
1721885295.712,72.0,
1721885295.737,54.0,
1721885295.762,51.0,
1721885295.787,59.0,
1721885295.812,66.0,
1721885295.837,57.0,
1721885295.862,28.0,
1721885295.8869998,-6.0,
1721885295.912,-23.0,
1721885295.9369998,-10.0,
1721885295.962,31.0,
1721885295.9869998,82.0,
1721885296.0119998,123.0,
1721885296.037,142.0,
1721885296.0619998,137.0,
1721885296.087,112.0,
1721885296.1119998,77.0,
1721885296.1369998,38.0,
1721885296.162,0.0,
1721885296.1869998,-37.0,
1721885296.212,-78.0,
1721885296.2369998,-118.0,
1721885296.2619998,-148.0,
1721885296.287,-158.0,
1721885296.312,-147.0,
1721885296.337,-133.0,
1721885296.362,-135.0,
1721885296.3869998,-162.0,
1721885296.412,-197.0,
1721885296.437,-219.0,
1721885296.462,-216.0,
1721885296.487,-196.0,
1721885296.5119998,-175.0,
1721885296.537,-164.0,
1721885296.562,-157.0,
1721885296.587,-136.0,
1721885296.612,-94.0,
1721885296.6369998,-38.0,
1721885296.662,11.0,
1721885296.687,39.0,
1721885296.7120001,48.0,
1721885296.737,50.0,
1721885296.762,55.0,
1721885296.787,63.0,
1721885296.812,62.0,
1721885296.8370001,46.0,
1721885296.862,17.0,
1721885296.887,-11.0,
1721885296.912,-26.0,
1721885296.937,-29.0,
1721885296.9620001,-27.0,
1721885296.987,-28.0,
1721885297.012,-35.0,
1721885297.037,-43.0,
1721885297.062,-48.0,
1721885297.087,-49.0,
1721885297.112,-48.0,
1721885297.1369998,-49.0,
1721885297.162,-53.0,
1721885297.1869998,-62.0,
1721885297.212,-70.0,
1721885297.237,-67.0,
1721885297.2619998,-45.0,
1721885297.287,-2.0,
1721885297.3119998,53.0,
1721885297.337,103.0,
1721885297.362,136.0,
1721885297.3869998,146.0,
1721885297.412,140.0,
1721885297.4369998,127.0,
1721885297.462,115.0,
1721885297.487,107.0,
1721885297.512,102.0,
1721885297.537,99.0,
1721885297.562,98.0,
1721885297.587,99.0,
1721885297.612,101.0,
1721885297.637,100.0,
1721885297.662,89.0,
1721885297.687,68.0,
1721885297.712,43.0,
1721885297.737,22.0,
1721885297.762,4.0,
1721885297.787,-20.0,
1721885297.812,-57.0,
1721885297.837,-104.0,
1721885297.862,-142.0,
1721885297.8869998,-151.0,
1721885297.912,-126.0,
1721885297.9369998,-79.0,
1721885297.962,-30.0,
1721885297.9869998,11.0,
1721885298.0119998,41.0,
1721885298.037,61.0,
1721885298.0619998,70.0,
1721885298.087,68.0,
1721885298.1119998,58.0,
1721885298.1369998,50.0,
1721885298.162,52.0,
1721885298.1869998,64.0,
1721885298.212,84.0,
1721885298.2369998,104.0,
1721885298.2619998,119.0,
1721885298.287,127.0,
1721885298.312,128.0,
1721885298.337,128.0,
1721885298.362,125.0,
1721885298.3869998,115.0,
1721885298.412,84.0,
1721885298.437,34.0,
1721885298.462,-20.0,
1721885298.487,-49.0,
1721885298.5119998,-40.0,
1721885298.537,-6.0,
1721885298.562,21.0,
1721885298.587,17.0,
1721885298.612,-14.0,
1721885298.6369998,-50.0,
1721885298.662,-70.0,
1721885298.687,-72.0,
1721885298.7120001,-68.0,
1721885298.737,-64.0,
1721885298.762,-63.0,
1721885298.787,-58.0,
1721885298.812,-48.0,
1721885298.8370001,-35.0,
1721885298.862,-21.0,
1721885298.887,-11.0,
1721885298.912,-11.0,
1721885298.937,-27.0,
1721885298.9620001,-56.0,
1721885298.987,-91.0,
1721885299.012,-122.0,
1721885299.037,-149.0,
1721885299.062,-173.0,
1721885299.087,-190.0,
1721885299.112,-187.0,
1721885299.1369998,-153.0,
1721885299.162,-97.0,
1721885299.1869998,-41.0,
1721885299.212,-5.0,
1721885299.237,9.0,
1721885299.2619998,15.0,
1721885299.287,25.0,
1721885299.3119998,36.0,
1721885299.337,40.0,
1721885299.362,34.0,
1721885299.3869998,26.0,
1721885299.412,24.0,
1721885299.4369998,29.0,
1721885299.462,33.0,
1721885299.487,32.0,
