time,ppg_med
1721886937.658,-160.0,
1721886937.6829998,-141.0,
1721886937.708,-87.0,
1721886937.733,-18.0,
1721886937.7580001,37.0,
1721886937.783,66.0,
1721886937.808,79.0,
1721886937.833,90.0,
1721886937.858,106.0,
1721886937.8830001,118.0,
1721886937.908,121.0,
1721886937.933,119.0,
1721886937.958,120.0,
1721886937.983,128.0,
1721886938.0080001,135.0,
1721886938.033,132.0,
1721886938.058,118.0,
1721886938.083,100.0,
1721886938.108,84.0,
1721886938.133,67.0,
1721886938.158,47.0,
1721886938.1829998,23.0,
1721886938.208,0.0,
1721886938.2329998,-19.0,
1721886938.258,-37.0,
1721886938.283,-58.0,
1721886938.3079998,-83.0,
1721886938.333,-104.0,
1721886938.3579998,-118.0,
1721886938.383,-130.0,
1721886938.408,-151.0,
1721886938.4329998,-180.0,
1721886938.458,-203.0,
1721886938.4829998,-195.0,
1721886938.508,-149.0,
1721886938.533,-80.0,
1721886938.558,-16.0,
1721886938.583,22.0,
1721886938.608,39.0,
1721886938.633,50.0,
1721886938.658,66.0,
1721886938.683,84.0,
1721886938.708,94.0,
1721886938.733,93.0,
1721886938.758,89.0,
1721886938.783,92.0,
1721886938.808,100.0,
1721886938.833,106.0,
1721886938.858,101.0,
1721886938.883,87.0,
1721886938.908,69.0,
1721886938.933,55.0,
1721886938.9580002,43.0,
1721886938.983,28.0,
1721886939.0080001,9.0,
1721886939.033,-15.0,
1721886939.058,-40.0,
1721886939.0830002,-66.0,
1721886939.108,-91.0,
1721886939.1330001,-112.0,
1721886939.158,-127.0,
1721886939.183,-141.0,
1721886939.2080002,-162.0,
1721886939.233,-191.0,
1721886939.2580001,-216.0,
1721886939.283,-218.0,
1721886939.308,-183.0,
1721886939.333,-121.0,
1721886939.358,-55.0,
1721886939.383,-7.0,
1721886939.408,20.0,
1721886939.4329998,35.0,
1721886939.458,50.0,
1721886939.483,66.0,
1721886939.508,77.0,
1721886939.533,80.0,
1721886939.5579998,80.0,
1721886939.583,85.0,
1721886939.608,96.0,
1721886939.633,105.0,
1721886939.658,107.0,
1721886939.6829998,101.0,
1721886939.708,93.0,
1721886939.733,88.0,
1721886939.7580001,82.0,
1721886939.783,71.0,
1721886939.808,57.0,
1721886939.833,42.0,
1721886939.858,31.0,
1721886939.8830001,20.0,
1721886939.908,4.0,
1721886939.933,-16.0,
1721886939.958,-35.0,
1721886939.983,-48.0,
1721886940.0080001,-62.0,
1721886940.033,-85.0,
1721886940.058,-116.0,
1721886940.083,-140.0,
1721886940.108,-134.0,
1721886940.133,-90.0,
1721886940.158,-23.0,
1721886940.1829998,38.0,
1721886940.208,72.0,
1721886940.2329998,80.0,
1721886940.258,77.0,
1721886940.283,76.0,
1721886940.3079998,77.0,
1721886940.333,75.0,
1721886940.3579998,70.0,
1721886940.383,67.0,
1721886940.408,73.0,
1721886940.4329998,82.0,
1721886940.458,87.0,
1721886940.4829998,82.0,
1721886940.508,70.0,
1721886940.533,57.0,
1721886940.558,46.0,
1721886940.583,35.0,
1721886940.608,22.0,
1721886940.633,9.0,
1721886940.658,-5.0,
1721886940.683,-20.0,
1721886940.708,-42.0,
1721886940.733,-69.0,
1721886940.758,-97.0,
1721886940.783,-119.0,
1721886940.808,-141.0,
1721886940.833,-172.0,
1721886940.858,-211.0,
1721886940.883,-238.0,
1721886940.908,-229.0,
1721886940.933,-176.0,
1721886940.9580002,-99.0,
1721886940.983,-31.0,
1721886941.0080001,9.0,
1721886941.033,26.0,
1721886941.058,38.0,
1721886941.0830002,52.0,
1721886941.108,63.0,
1721886941.1330001,63.0,
1721886941.158,57.0,
1721886941.183,56.0,
1721886941.2080002,63.0,
1721886941.233,71.0,
1721886941.2580001,70.0,
1721886941.283,58.0,
1721886941.308,42.0,
1721886941.333,27.0,
1721886941.358,13.0,
1721886941.383,-6.0,
1721886941.408,-29.0,
1721886941.4329998,-50.0,
1721886941.458,-68.0,
1721886941.483,-87.0,
1721886941.508,-109.0,
1721886941.533,-131.0,
1721886941.5579998,-147.0,
1721886941.583,-159.0,
1721886941.608,-176.0,
1721886941.633,-201.0,
1721886941.658,-222.0,
1721886941.6829998,-217.0,
1721886941.708,-171.0,
1721886941.733,-98.0,
1721886941.7580001,-25.0,
1721886941.783,25.0,
1721886941.808,53.0,
1721886941.833,71.0,
1721886941.858,93.0,
1721886941.8830001,122.0,
1721886941.908,157.0,
1721886941.933,197.0,
1721886941.958,241.0,
1721886941.983,285.0,
1721886942.0080001,327.0,
1721886942.033,369.0,
1721886942.058,409.0,
1721886942.083,441.0,
1721886942.108,455.0,
1721886942.133,444.0,
1721886942.158,413.0,
1721886942.1829998,376.0,
1721886942.208,336.0,
1721886942.2329998,282.0,
1721886942.258,194.0,
1721886942.283,69.0,
1721886942.3079998,-73.0,
1721886942.333,-208.0,
1721886942.3579998,-317.0,
1721886942.383,-392.0,
1721886942.408,-425.0,
1721886942.4329998,-405.0,
1721886942.458,-333.0,
1721886942.4829998,-236.0,
1721886942.508,-151.0,
1721886942.533,-104.0,
1721886942.558,-84.0,
1721886942.583,-66.0,
1721886942.608,-33.0,
1721886942.633,6.0,
1721886942.658,31.0,
1721886942.683,35.0,
1721886942.708,32.0,
1721886942.733,37.0,
1721886942.758,53.0,
1721886942.783,61.0,
1721886942.808,48.0,
1721886942.833,12.0,
1721886942.858,-33.0,
1721886942.883,-73.0,
1721886942.908,-103.0,
1721886942.933,-127.0,
1721886942.9580002,-151.0,
1721886942.983,-178.0,
1721886943.0080001,-202.0,
1721886943.033,-218.0,
1721886943.058,-225.0,
1721886943.0830002,-229.0,
1721886943.108,-240.0,
1721886943.1330001,-262.0,
1721886943.158,-281.0,
1721886943.183,-275.0,
1721886943.2080002,-228.0,
1721886943.233,-147.0,
1721886943.2580001,-60.0,
1721886943.283,10.0,
1721886943.308,56.0,
1721886943.333,90.0,
1721886943.358,122.0,
1721886943.383,148.0,
1721886943.408,158.0,
1721886943.4329998,150.0,
1721886943.458,136.0,
1721886943.483,130.0,
1721886943.508,135.0,
1721886943.533,142.0,
1721886943.5579998,137.0,
1721886943.583,119.0,
1721886943.608,96.0,
1721886943.633,79.0,
1721886943.658,71.0,
1721886943.6829998,69.0,
1721886943.708,68.0,
1721886943.733,69.0,
1721886943.7580001,70.0,
1721886943.783,71.0,
1721886943.808,67.0,
1721886943.833,54.0,
1721886943.858,32.0,
1721886943.8830001,11.0,
1721886943.908,2.0,
1721886943.933,15.0,
1721886943.958,51.0,
1721886943.983,95.0,
1721886944.0080001,128.0,
1721886944.033,136.0,
1721886944.058,118.0,
1721886944.083,86.0,
1721886944.108,56.0,
1721886944.133,38.0,
1721886944.158,32.0,
1721886944.1829998,31.0,
1721886944.208,32.0,
1721886944.2329998,32.0,
1721886944.258,27.0,
1721886944.283,15.0,
1721886944.3079998,-6.0,
1721886944.333,-32.0,
1721886944.3579998,-53.0,
1721886944.383,-61.0,
1721886944.408,-54.0,
1721886944.4329998,-39.0,
1721886944.458,-29.0,
1721886944.4829998,-33.0,
1721886944.508,-53.0,
1721886944.533,-86.0,
1721886944.558,-128.0,
1721886944.583,-171.0,
1721886944.608,-203.0,
1721886944.633,-210.0,
1721886944.658,-180.0,
1721886944.683,-119.0,
1721886944.708,-48.0,
1721886944.733,10.0,
1721886944.758,40.0,
1721886944.783,47.0,
1721886944.808,48.0,
1721886944.833,52.0,
1721886944.858,56.0,
1721886944.883,53.0,
1721886944.908,41.0,
1721886944.933,31.0,
1721886944.9580002,31.0,
1721886944.983,38.0,
1721886945.0080001,40.0,
1721886945.033,29.0,
1721886945.058,6.0,
1721886945.0830002,-18.0,
1721886945.108,-36.0,
1721886945.1330001,-51.0,
1721886945.158,-65.0,
1721886945.183,-79.0,
1721886945.2080002,-87.0,
1721886945.233,-86.0,
1721886945.2580001,-83.0,
1721886945.283,-89.0,
1721886945.308,-104.0,
1721886945.333,-112.0,
1721886945.358,-91.0,
1721886945.383,-34.0,
1721886945.408,46.0,
1721886945.4329998,119.0,
1721886945.458,162.0,
1721886945.483,170.0,
1721886945.508,155.0,
1721886945.533,133.0,
1721886945.5579998,114.0,
1721886945.583,102.0,
1721886945.608,97.0,
1721886945.633,99.0,
1721886945.658,106.0,
1721886945.6829998,112.0,
1721886945.708,110.0,
1721886945.733,95.0,
1721886945.7580001,74.0,
1721886945.783,55.0,
1721886945.808,41.0,
1721886945.833,27.0,
1721886945.858,5.0,
1721886945.8830001,-22.0,
1721886945.908,-44.0,
1721886945.933,-57.0,
1721886945.958,-67.0,
1721886945.983,-88.0,
1721886946.0080001,-118.0,
1721886946.033,-136.0,
1721886946.058,-115.0,
1721886946.083,-54.0,
1721886946.108,21.0,
1721886946.133,77.0,
1721886946.158,99.0,
1721886946.1829998,104.0,
1721886946.208,111.0,
1721886946.2329998,120.0,
1721886946.258,115.0,
1721886946.283,87.0,
1721886946.3079998,51.0,
1721886946.333,32.0,
1721886946.3579998,39.0,
1721886946.383,53.0,
1721886946.408,45.0,
1721886946.4329998,7.0,
1721886946.458,-51.0,
1721886946.4829998,-105.0,
1721886946.508,-148.0,
1721886946.533,-177.0,
1721886946.558,-198.0,
1721886946.583,-212.0,
1721886946.608,-226.0,
1721886946.633,-248.0,
1721886946.658,-272.0,
1721886946.683,-273.0,
1721886946.708,-226.0,
1721886946.733,-130.0,
1721886946.758,-22.0,
1721886946.783,48.0,
1721886946.808,62.0,
1721886946.833,42.0,
1721886946.858,27.0,
1721886946.883,35.0,
1721886946.908,55.0,
1721886946.933,63.0,
1721886946.9580002,55.0,
1721886946.983,45.0,
1721886947.0080001,47.0,
1721886947.033,59.0,
1721886947.058,68.0,
1721886947.0830002,64.0,
1721886947.108,50.0,
1721886947.1330001,35.0,
1721886947.158,25.0,
1721886947.183,16.0,
1721886947.2080002,5.0,
1721886947.233,-10.0,
1721886947.2580001,-26.0,
1721886947.283,-36.0,
1721886947.308,-35.0,
1721886947.333,-19.0,
1721886947.358,7.0,
1721886947.383,34.0,
1721886947.408,49.0,
1721886947.4329998,50.0,
1721886947.458,43.0,
1721886947.483,42.0,
1721886947.508,51.0,
1721886947.533,65.0,
1721886947.5579998,71.0,
1721886947.583,63.0,
1721886947.608,47.0,
1721886947.633,34.0,
1721886947.658,35.0,
1721886947.6829998,54.0,
1721886947.708,88.0,
1721886947.733,126.0,
1721886947.7580001,153.0,
1721886947.783,161.0,
1721886947.808,150.0,
1721886947.833,127.0,
1721886947.858,99.0,
1721886947.8830001,70.0,
1721886947.908,43.0,
1721886947.933,14.0,
1721886947.958,-19.0,
1721886947.983,-60.0,
1721886948.0080001,-108.0,
1721886948.033,-152.0,
1721886948.058,-170.0,
1721886948.083,-151.0,
1721886948.108,-103.0,
1721886948.133,-53.0,
1721886948.158,-29.0,
1721886948.1829998,-33.0,
1721886948.208,-42.0,
1721886948.2329998,-35.0,
1721886948.258,-5.0,
1721886948.283,28.0,
1721886948.3079998,46.0,
1721886948.333,40.0,
1721886948.3579998,20.0,
1721886948.383,0.0,
1721886948.408,-15.0,
1721886948.4329998,-27.0,
1721886948.458,-36.0,
1721886948.4829998,-44.0,
1721886948.508,-51.0,
1721886948.533,-59.0,
1721886948.558,-68.0,
1721886948.583,-75.0,
1721886948.608,-78.0,
1721886948.633,-79.0,
1721886948.658,-87.0,
1721886948.683,-105.0,
1721886948.708,-121.0,
1721886948.733,-115.0,
1721886948.758,-78.0,
1721886948.783,-22.0,
1721886948.808,30.0,
1721886948.833,56.0,
1721886948.858,59.0,
1721886948.883,52.0,
1721886948.908,49.0,
1721886948.933,55.0,
1721886948.9580002,63.0,
1721886948.983,72.0,
1721886949.0080001,83.0,
1721886949.033,96.0,
1721886949.058,108.0,
1721886949.0830002,113.0,
1721886949.108,110.0,
1721886949.1330001,99.0,
1721886949.158,84.0,
1721886949.183,64.0,
1721886949.2080002,38.0,
1721886949.233,12.0,
1721886949.2580001,-9.0,
1721886949.283,-22.0,
1721886949.308,-30.0,
1721886949.333,-43.0,
1721886949.358,-61.0,
1721886949.383,-74.0,
1721886949.408,-66.0,
1721886949.4329998,-32.0,
1721886949.458,15.0,
1721886949.483,56.0,
1721886949.508,78.0,
1721886949.533,84.0,
1721886949.5579998,82.0,
1721886949.583,80.0,
1721886949.608,77.0,
1721886949.633,68.0,
1721886949.658,54.0,
1721886949.6829998,42.0,
1721886949.708,35.0,
1721886949.733,30.0,
1721886949.7580001,19.0,
1721886949.783,-2.0,
1721886949.808,-29.0,
1721886949.833,-54.0,
1721886949.858,-74.0,
1721886949.8830001,-88.0,
1721886949.908,-102.0,
1721886949.933,-115.0,
1721886949.958,-124.0,
1721886949.983,-131.0,
1721886950.0080001,-141.0,
1721886950.033,-159.0,
1721886950.058,-179.0,
1721886950.083,-183.0,
1721886950.108,-158.0,
1721886950.133,-103.0,
1721886950.158,-38.0,
1721886950.1829998,13.0,
1721886950.208,38.0,
1721886950.2329998,46.0,
1721886950.258,52.0,
1721886950.283,62.0,
1721886950.3079998,69.0,
1721886950.333,68.0,
1721886950.3579998,59.0,
1721886950.383,55.0,
1721886950.408,60.0,
1721886950.4329998,68.0,
1721886950.458,67.0,
1721886950.4829998,54.0,
1721886950.508,36.0,
1721886950.533,23.0,
1721886950.558,17.0,
1721886950.583,8.0,
1721886950.608,-8.0,
1721886950.633,-27.0,
1721886950.658,-44.0,
1721886950.683,-58.0,
1721886950.708,-78.0,
1721886950.733,-103.0,
1721886950.758,-122.0,
1721886950.783,-114.0,
1721886950.808,-71.0,
1721886950.833,-9.0,
1721886950.858,44.0,
1721886950.883,73.0,
1721886950.908,81.0,
1721886950.933,85.0,
1721886950.9580002,96.0,
1721886950.983,106.0,
1721886951.0080001,106.0,
1721886951.033,94.0,
1721886951.058,81.0,
1721886951.0830002,77.0,
1721886951.108,81.0,
1721886951.1330001,82.0,
1721886951.158,71.0,
1721886951.183,52.0,
1721886951.2080002,35.0,
1721886951.233,23.0,
1721886951.2580001,8.0,
1721886951.283,-16.0,
1721886951.308,-48.0,
1721886951.333,-75.0,
1721886951.358,-91.0,
1721886951.383,-97.0,
1721886951.408,-107.0,
1721886951.4329998,-124.0,
1721886951.458,-140.0,
1721886951.483,-136.0,
1721886951.508,-102.0,
1721886951.533,-45.0,
1721886951.5579998,16.0,
1721886951.583,63.0,
1721886951.608,92.0,
1721886951.633,110.0,
1721886951.658,123.0,
1721886951.6829998,132.0,
1721886951.708,130.0,
1721886951.733,115.0,
1721886951.7580001,93.0,
1721886951.783,76.0,
1721886951.808,72.0,
1721886951.833,77.0,
1721886951.858,80.0,
1721886951.8830001,69.0,
1721886951.908,45.0,
1721886951.933,17.0,
1721886951.958,-6.0,
1721886951.983,-21.0,
1721886952.0080001,-36.0,
1721886952.033,-56.0,
1721886952.058,-77.0,
1721886952.083,-90.0,
1721886952.108,-92.0,
1721886952.133,-95.0,
1721886952.158,-114.0,
1721886952.1829998,-149.0,
1721886952.208,-183.0,
1721886952.2329998,-187.0,
1721886952.258,-149.0,
1721886952.283,-83.0,
1721886952.3079998,-19.0,
1721886952.333,22.0,
1721886952.3579998,38.0,
1721886952.383,44.0,
1721886952.408,50.0,
1721886952.4329998,59.0,
1721886952.458,62.0,
1721886952.4829998,57.0,
1721886952.508,48.0,
1721886952.533,46.0,
1721886952.558,51.0,
1721886952.583,60.0,
1721886952.608,61.0,
1721886952.633,47.0,
1721886952.658,22.0,
1721886952.683,-5.0,
1721886952.708,-28.0,
1721886952.733,-45.0,
1721886952.758,-60.0,
1721886952.783,-75.0,
1721886952.808,-90.0,
1721886952.833,-100.0,
1721886952.858,-110.0,
1721886952.883,-127.0,
1721886952.908,-154.0,
1721886952.933,-177.0,
1721886952.9580002,-177.0,
1721886952.983,-142.0,
1721886953.0080001,-82.0,
1721886953.033,-23.0,
1721886953.058,13.0,
1721886953.0830002,29.0,
1721886953.108,39.0,
1721886953.1330001,52.0,
1721886953.158,66.0,
1721886953.183,71.0,
1721886953.2080002,70.0,
1721886953.233,72.0,
1721886953.2580001,86.0,
1721886953.283,109.0,
1721886953.308,128.0,
1721886953.333,136.0,
1721886953.358,137.0,
1721886953.383,138.0,
1721886953.408,141.0,
1721886953.4329998,140.0,
1721886953.458,136.0,
1721886953.483,132.0,
1721886953.508,130.0,
1721886953.533,123.0,
1721886953.5579998,99.0,
1721886953.583,61.0,
1721886953.608,26.0,
1721886953.633,5.0,
1721886953.658,-11.0,
1721886953.6829998,-43.0,
1721886953.708,-95.0,
1721886953.733,-141.0,
1721886953.7580001,-145.0,
1721886953.783,-92.0,
1721886953.808,-14.0,
1721886953.833,40.0,
1721886953.858,49.0,
1721886953.8830001,30.0,
1721886953.908,15.0,
1721886953.933,21.0,
1721886953.958,32.0,
1721886953.983,26.0,
1721886954.0080001,6.0,
1721886954.033,-11.0,
1721886954.058,-8.0,
1721886954.083,9.0,
1721886954.108,19.0,
1721886954.133,14.0,
1721886954.158,-1.0,
1721886954.1829998,-13.0,
1721886954.208,-19.0,
1721886954.2329998,-24.0,
1721886954.258,-33.0,
1721886954.283,-42.0,
1721886954.3079998,-51.0,
1721886954.333,-62.0,
1721886954.3579998,-83.0,
1721886954.383,-113.0,
1721886954.408,-144.0,
1721886954.4329998,-171.0,
1721886954.458,-199.0,
1721886954.4829998,-232.0,
1721886954.508,-262.0,
1721886954.533,-266.0,
1721886954.558,-222.0,
1721886954.583,-138.0,
1721886954.608,-45.0,
1721886954.633,21.0,
1721886954.658,52.0,
1721886954.683,61.0,
1721886954.708,66.0,
1721886954.733,70.0,
1721886954.758,68.0,
1721886954.783,62.0,
1721886954.808,63.0,
1721886954.833,79.0,
1721886954.858,108.0,
1721886954.883,135.0,
1721886954.908,148.0,
1721886954.933,149.0,
1721886954.9580002,145.0,
1721886954.983,136.0,
1721886955.0080001,119.0,
1721886955.033,96.0,
1721886955.058,77.0,
1721886955.0830002,66.0,
1721886955.108,60.0,
1721886955.1330001,46.0,
1721886955.158,25.0,
1721886955.183,5.0,
1721886955.2080002,-5.0,
1721886955.233,-17.0,
1721886955.2580001,-48.0,
1721886955.283,-99.0,
1721886955.308,-140.0,
1721886955.333,-135.0,
1721886955.358,-74.0,
1721886955.383,11.0,
1721886955.408,76.0,
1721886955.4329998,99.0,
1721886955.458,95.0,
1721886955.483,89.0,
1721886955.508,86.0,
1721886955.533,78.0,
1721886955.5579998,56.0,
1721886955.583,32.0,
1721886955.608,24.0,
1721886955.633,35.0,
1721886955.658,52.0,
1721886955.6829998,60.0,
1721886955.708,54.0,
1721886955.733,41.0,
1721886955.7580001,24.0,
1721886955.783,4.0,
1721886955.808,-20.0,
1721886955.833,-43.0,
1721886955.858,-62.0,
1721886955.8830001,-79.0,
1721886955.908,-100.0,
1721886955.933,-127.0,
1721886955.958,-153.0,
1721886955.983,-174.0,
1721886956.0080001,-197.0,
1721886956.033,-230.0,
1721886956.058,-263.0,
1721886956.083,-271.0,
1721886956.108,-229.0,
1721886956.133,-141.0,
1721886956.158,-42.0,
1721886956.1829998,33.0,
1721886956.208,70.0,
1721886956.2329998,87.0,
1721886956.258,104.0,
1721886956.283,123.0,
1721886956.3079998,136.0,
1721886956.333,135.0,
1721886956.3579998,129.0,
1721886956.383,129.0,
1721886956.408,136.0,
1721886956.4329998,143.0,
1721886956.458,140.0,
1721886956.4829998,127.0,
1721886956.508,108.0,
1721886956.533,90.0,
1721886956.558,76.0,
1721886956.583,63.0,
1721886956.608,49.0,
1721886956.633,28.0,
1721886956.658,2.0,
1721886956.683,-26.0,
1721886956.708,-48.0,
1721886956.733,-63.0,
1721886956.758,-79.0,
1721886956.783,-106.0,
1721886956.808,-138.0,
1721886956.833,-150.0,
1721886956.858,-120.0,
1721886956.883,-48.0,
1721886956.908,40.0,
1721886956.933,105.0,
1721886956.9580002,129.0,
1721886956.983,125.0,
1721886957.0080001,114.0,
1721886957.033,111.0,
1721886957.058,109.0,
1721886957.0830002,101.0,
1721886957.108,87.0,
1721886957.1330001,76.0,
1721886957.158,76.0,
1721886957.183,82.0,
1721886957.2080002,83.0,
1721886957.233,68.0,
1721886957.2580001,42.0,
1721886957.283,12.0,
1721886957.308,-12.0,
1721886957.333,-31.0,
1721886957.358,-54.0,
1721886957.383,-86.0,
1721886957.408,-124.0,
1721886957.4329998,-157.0,
1721886957.458,-178.0,
1721886957.483,-188.0,
1721886957.508,-199.0,
1721886957.533,-218.0,
1721886957.5579998,-236.0,
1721886957.583,-233.0,
1721886957.608,-198.0,
1721886957.633,-137.0,
1721886957.658,-74.0,
1721886957.6829998,-30.0,
1721886957.708,-8.0,
1721886957.733,4.0,
1721886957.7580001,20.0,
1721886957.783,43.0,
1721886957.808,67.0,
1721886957.833,85.0,
1721886957.858,97.0,
1721886957.8830001,105.0,
1721886957.908,111.0,
1721886957.933,113.0,
1721886957.958,109.0,
1721886957.983,101.0,
1721886958.0080001,92.0,
1721886958.033,83.0,
1721886958.058,71.0,
1721886958.083,51.0,
1721886958.108,26.0,
1721886958.133,1.0,
1721886958.158,-19.0,
1721886958.1829998,-33.0,
1721886958.208,-50.0,
1721886958.2329998,-76.0,
1721886958.258,-107.0,
1721886958.283,-127.0,
1721886958.3079998,-116.0,
1721886958.333,-70.0,
1721886958.3579998,-2.0,
1721886958.383,58.0,
1721886958.408,90.0,
1721886958.4329998,94.0,
1721886958.458,85.0,
1721886958.4829998,76.0,
1721886958.508,70.0,
1721886958.533,62.0,
1721886958.558,51.0,
1721886958.583,44.0,
1721886958.608,46.0,
1721886958.633,51.0,
1721886958.658,48.0,
1721886958.683,32.0,
1721886958.708,9.0,
1721886958.733,-10.0,
1721886958.758,-23.0,
1721886958.783,-40.0,
1721886958.808,-66.0,
1721886958.833,-94.0,
1721886958.858,-113.0,
1721886958.883,-120.0,
1721886958.908,-127.0,
1721886958.933,-145.0,
1721886958.9580002,-169.0,
1721886958.983,-175.0,
1721886959.0080001,-142.0,
1721886959.033,-76.0,
1721886959.058,-3.0,
1721886959.0830002,47.0,
1721886959.108,67.0,
1721886959.1330001,69.0,
1721886959.158,72.0,
1721886959.183,78.0,
1721886959.2080002,83.0,
1721886959.233,82.0,
1721886959.2580001,83.0,
1721886959.283,93.0,
1721886959.308,112.0,
1721886959.333,129.0,
1721886959.358,131.0,
1721886959.383,117.0,
1721886959.408,99.0,
1721886959.4329998,84.0,
1721886959.458,75.0,
1721886959.483,64.0,
1721886959.508,45.0,
1721886959.533,22.0,
1721886959.5579998,1.0,
1721886959.583,-18.0,
1721886959.608,-42.0,
1721886959.633,-75.0,
1721886959.658,-107.0,
1721886959.6829998,-115.0,
1721886959.708,-82.0,
1721886959.733,-12.0,
1721886959.7580001,66.0,
1721886959.783,126.0,
1721886959.808,154.0,
1721886959.833,158.0,
1721886959.858,152.0,
1721886959.8830001,141.0,
1721886959.908,124.0,
1721886959.933,100.0,
1721886959.958,78.0,
1721886959.983,65.0,
1721886960.0080001,64.0,
1721886960.033,64.0,
1721886960.058,53.0,
1721886960.083,31.0,
1721886960.108,7.0,
1721886960.133,-15.0,
1721886960.158,-40.0,
1721886960.1829998,-77.0,
1721886960.208,-126.0,
1721886960.2329998,-173.0,
1721886960.258,-208.0,
1721886960.283,-230.0,
1721886960.3079998,-254.0,
1721886960.333,-287.0,
1721886960.3579998,-315.0,
1721886960.383,-312.0,
1721886960.408,-263.0,
1721886960.4329998,-181.0,
1721886960.458,-100.0,
1721886960.4829998,-45.0,
1721886960.508,-19.0,
1721886960.533,-4.0,
1721886960.558,13.0,
1721886960.583,30.0,
1721886960.608,38.0,
1721886960.633,35.0,
1721886960.658,32.0,
1721886960.683,41.0,
1721886960.708,56.0,
1721886960.733,65.0,
1721886960.758,56.0,
1721886960.783,36.0,
1721886960.808,16.0,
1721886960.833,0.0,
1721886960.858,-18.0,
1721886960.883,-43.0,
1721886960.908,-70.0,
1721886960.933,-92.0,
1721886960.9580002,-105.0,
1721886960.983,-122.0,
1721886961.0080001,-146.0,
1721886961.033,-163.0,
1721886961.058,-145.0,
1721886961.0830002,-72.0,
1721886961.108,45.0,
1721886961.1330001,168.0,
1721886961.158,261.0,
1721886961.183,311.0,
1721886961.2080002,327.0,
1721886961.233,324.0,
1721886961.2580001,307.0,
1721886961.283,279.0,
1721886961.308,245.0,
1721886961.333,212.0,
1721886961.358,183.0,
1721886961.383,153.0,
1721886961.408,120.0,
1721886961.4329998,85.0,
1721886961.458,54.0,
1721886961.483,27.0,
1721886961.508,-4.0,
1721886961.533,-42.0,
1721886961.5579998,-80.0,
1721886961.583,-110.0,
1721886961.608,-133.0,
1721886961.633,-162.0,
1721886961.658,-204.0,
1721886961.6829998,-240.0,
1721886961.708,-242.0,
1721886961.733,-193.0,
1721886961.7580001,-114.0,
1721886961.783,-42.0,
1721886961.808,-6.0,
1721886961.833,1.0,
1721886961.858,1.0,
1721886961.8830001,9.0,
1721886961.908,21.0,
1721886961.933,25.0,
1721886961.958,21.0,
1721886961.983,18.0,
1721886962.0080001,22.0,
1721886962.033,29.0,
1721886962.058,28.0,
1721886962.083,19.0,
1721886962.108,6.0,
1721886962.133,-8.0,
1721886962.158,-24.0,
1721886962.1829998,-43.0,
1721886962.208,-60.0,
1721886962.2329998,-71.0,
1721886962.258,-80.0,
1721886962.283,-98.0,
1721886962.3079998,-125.0,
1721886962.333,-143.0,
1721886962.3579998,-123.0,
1721886962.383,-61.0,
1721886962.408,21.0,
1721886962.4329998,85.0,
1721886962.458,115.0,
1721886962.4829998,124.0,
1721886962.508,130.0,
1721886962.533,137.0,
1721886962.558,137.0,
1721886962.583,124.0,
1721886962.608,108.0,
1721886962.633,104.0,
1721886962.658,111.0,
1721886962.683,113.0,
1721886962.708,98.0,
1721886962.733,71.0,
1721886962.758,47.0,
1721886962.783,31.0,
1721886962.808,15.0,
1721886962.833,-11.0,
1721886962.858,-44.0,
1721886962.883,-72.0,
1721886962.908,-92.0,
1721886962.933,-114.0,
1721886962.9580002,-147.0,
1721886962.983,-181.0,
1721886963.0080001,-190.0,
1721886963.033,-156.0,
1721886963.058,-88.0,
1721886963.0830002,-17.0,
1721886963.108,32.0,
1721886963.1330001,56.0,
1721886963.158,71.0,
1721886963.183,89.0,
1721886963.2080002,108.0,
1721886963.233,116.0,
1721886963.2580001,111.0,
1721886963.283,101.0,
1721886963.308,97.0,
1721886963.333,100.0,
1721886963.358,101.0,
1721886963.383,88.0,
1721886963.408,61.0,
1721886963.4329998,29.0,
1721886963.458,3.0,
1721886963.483,-18.0,
1721886963.508,-41.0,
1721886963.533,-76.0,
1721886963.5579998,-119.0,
1721886963.583,-158.0,
1721886963.608,-185.0,
1721886963.633,-209.0,
1721886963.658,-241.0,
1721886963.6829998,-281.0,
1721886963.708,-300.0,
1721886963.733,-266.0,
1721886963.7580001,-171.0,
1721886963.783,-44.0,
1721886963.808,66.0,
1721886963.833,129.0,
1721886963.858,149.0,
1721886963.8830001,153.0,
1721886963.908,158.0,
1721886963.933,162.0,
1721886963.958,157.0,
1721886963.983,144.0,
1721886964.0080001,135.0,
1721886964.033,137.0,
1721886964.058,144.0,
1721886964.083,145.0,
1721886964.108,136.0,
1721886964.133,125.0,
1721886964.158,116.0,
1721886964.1829998,108.0,
1721886964.208,95.0,
1721886964.2329998,77.0,
1721886964.258,60.0,
1721886964.283,44.0,
1721886964.3079998,24.0,
1721886964.333,-2.0,
1721886964.3579998,-31.0,
1721886964.383,-59.0,
1721886964.408,-91.0,
1721886964.4329998,-139.0,
1721886964.458,-204.0,
1721886964.4829998,-263.0,
1721886964.508,-281.0,
1721886964.533,-239.0,
1721886964.558,-155.0,
1721886964.583,-70.0,
1721886964.608,-14.0,
1721886964.633,11.0,
1721886964.658,25.0,
1721886964.683,39.0,
1721886964.708,52.0,
1721886964.733,58.0,
1721886964.758,58.0,
1721886964.783,61.0,
1721886964.808,71.0,
