time,battery
1721887532.257,52,
1721887534.263,52,
1721887535.254,52,
1721887536.754,52,
1721887537.749,52,
1721887539.229,52,
1721887539.744,52,
1721887540.738,52,
1721887541.744,52,
1721887542.736,52,
1721887544.208,52,
1721887545.216,52,
1721887546.19,52,
1721887546.691,52,
1721887547.67,52,
1721887548.677,52,
1721887549.653,52,
1721887551.636,52,
1721887553.133,52,
1721887553.619,52,
1721887554.63,52,
1721887555.62,52,
1721887556.618,52,
1721887557.628,52,
1721887558.584,52,
1721887559.585,52,
1721887562.093,52,
1721887563.093,52,
1721887570.078,52,
1721887570.56,52,
1721887572.071,52,
1721887573.553,52,
1721887574.533,52,
1721887575.528,52,
1721887576.522,52,
1721887577.526,52,
1721887580.533,52,
1721887581.575,52,
1721887582.572,52,
1721887583.547,52,
1721887584.558,52,
1721887585.554,52,
1721887586.548,52,
1721887587.514,52,
1721887588.511,52,
1721887589.517,52,
1721887591.023,52,
1721887592.027,52,
1721887592.534,52,
1721887593.509,52,
1721887594.489,52,
1721887595.498,52,
1721887597.006,52,
1721887598.497,52,
1721887599.509,52,
1721887600.512,52,
1721887603.46,52,
1721887605.448,52,
1721887606.453,52,
1721887607.462,52,
1721887608.935,52,
1721887609.916,52,
1721887610.425,52,
1721887611.429,52,
1721887612.948,52,
1721887613.432,52,
1721887614.934,52,
1721887615.939,52,
1721887616.435,52,
1721887617.431,52,
1721887618.447,52,
1721887620.928,52,
1721887622.425,52,
1721887623.406,52,
1721887624.407,52,
1721887625.421,52,
1721887627.888,52,
1721887628.384,52,
1721887629.408,52,
1721887630.399,52,
1721887631.906,52,
1721887632.4,52,
1721887633.879,52,
1721887634.872,52,
1721887635.386,52,
1721887636.91,52,
1721887637.921,52,
1721887639.413,52,
1721887640.399,52,
1721887642.427,52,
1721887641.413,52,
1721887643.438,52,
1721887644.448,52,
1721887645.461,52,
1721887646.45,52,
1721887647.45,52,
1721887648.44,52,
1721887649.936,52,
1721887650.92,52,
1721887651.936,52,
1721887652.956,52,
1721887654.45,52,
1721887655.454,52,
1721887656.936,52,
1721887657.427,52,
1721887658.424,52,
1721887659.933,52,
1721887660.413,52,
1721887661.43,52,
1721887662.423,52,
1721887663.421,52,
1721887664.429,52,
1721887665.431,52,
1721887666.449,52,
1721887667.929,52,
1721887668.42,52,
1721887669.405,52,
1721887670.397,52,
1721887671.901,52,
1721887672.408,52,
1721887673.408,52,
1721887674.884,52,
1721887675.375,52,
1721887677.872,52,
1721887678.361,52,
1721887679.827,52,
1721887681.313,52,
1721887682.793,52,
1721887683.291,52,
1721887685.777,52,
1721887686.272,52,
1721887687.268,52,
1721887688.757,52,
1721887690.278,52,
1721887691.275,52,
1721887692.275,52,
1721887694.299,52,
1721887695.29,52,
1721887696.295,52,
1721887697.305,52,
1721887699.292,52,
1721887700.274,52,
1721887701.757,52,
1721887703.738,52,
1721887705.226,52,
1721887706.199,52,
1721887707.186,52,
1721887709.187,52,
1721887710.185,52,
1721887711.186,52,
1721887712.16,52,
1721887713.16,52,
1721887714.154,52,
1721887715.155,52,
1721887716.653,52,
1721887717.139,52,
1721887718.631,52,
1721887719.105,52,
1721887720.101,52,
1721887721.119,52,
1721887722.1,52,
1721887723.117,52,
1721887724.126,52,
1721887725.118,52,
1721887726.139,52,
1721887727.121,52,
1721887728.118,52,
1721887729.098,52,
1721887730.073,52,
1721887731.064,52,
1721887732.555,52,
1721887733.059,52,
1721887734.052,52,
1721887735.546,52,
1721887736.033,52,
1721887737.991,52,
1721887739.468,52,
1721887739.947,52,
1721887740.922,52,
1721887742.421,52,
1721887742.908,52,
1721887743.896,52,
1721887744.908,52,
1721887745.904,52,
1721887746.897,52,
1721887748.397,52,
1721887748.896,52,
1721887749.899,52,
1721887751.871,52,
1721887753.379,52,
1721887753.864,52,
1721887754.851,52,
1721887755.839,52,
1721887756.849,52,
1721887758.354,52,
1721887760.859,52,
1721887761.856,52,
1721887762.847,52,
1721887763.843,52,
1721887764.831,52,
1721887765.822,52,
1721887767.311,52,
1721887767.82,52,
1721887768.816,52,
1721887770.316,52,
1721887770.813,52,
1721887771.832,52,
1721887772.823,52,
1721887773.845,52,
1721887775.348,52,
1721887776.368,52,
1721887777.855,52,
1721887779.849,52,
1721887780.861,52,
1721887781.855,52,
1721887783.847,52,
1721887784.832,52,
1721887785.826,52,
1721887786.802,52,
1721887787.778,52,
1721887788.78,52,
1721887789.752,52,
1721887790.743,52,
1721887791.737,52,
1721887792.727,52,
1721887793.712,52,
1721887794.736,52,
1721887795.738,52,
1721887796.757,52,
1721887797.746,52,
1721887798.735,52,
1721887799.714,52,
1721887802.195,52,
1721887803.688,52,
1721887804.708,52,
1721887805.694,52,
1721887807.198,52,
1721887808.2,52,
1721887808.697,52,
1721887809.695,52,
1721887811.16,52,
1721887811.634,52,
1721887813.118,52,
1721887813.622,52,
1721887815.102,52,
1721887816.103,52,
1721887816.602,52,
1721887817.597,52,
1721887818.574,52,
1721887819.57,52,
1721887820.558,52,
1721887821.57,52,
1721887824.052,52,
1721887824.538,52,
1721887825.541,52,
1721887827.032,52,
1721887829.032,52,
1721887830.026,52,
1721887831.855,52,
1721887833.343,52,
1721887834.334,52,
1721887835.823,52,
1721887836.348,52,
1721887837.338,52,
1721887839.834,52,
1721887840.329,52,
1721887841.337,52,
1721887842.328,52,
1721887843.302,52,
1721887844.319,52,
1721887845.316,52,
1721887846.294,52,
1721887847.298,52,
1721887848.315,52,
1721887849.332,52,
1721887851.825,52,
1721887854.277,52,
1721887855.29,52,
1721887856.304,52,
1721887857.816,52,
1721887858.33,52,
1721887859.818,52,
1721887860.315,52,
1721887861.309,52,
1721887862.799,52,
1721887863.788,52,
1721887864.29,52,
1721887865.308,52,
1721887866.812,52,
1721887867.298,52,
1721887868.325,52,
1721887869.328,52,
1721887870.831,52,
1721887871.849,52,
1721887872.363,52,
1721887873.368,52,
1721887874.85,52,
1721887875.365,52,
1721887877.879,52,
1721887878.881,52,
1721887879.368,52,
1721887880.371,52,
1721887881.367,52,
1721887882.362,52,
1721887883.837,52,
1721887884.345,52,
1721887885.342,52,
1721887886.347,52,
1721887887.361,52,
1721887888.357,52,
1721887889.87,52,
1721887890.353,52,
1721887891.352,52,
1721887892.344,52,
1721887894.872,52,
1721887895.366,52,
1721887896.37,52,
1721887897.379,52,
1721887898.911,52,
1721887899.419,52,
1721887900.419,52,
1721887901.925,52,
1721887902.43,52,
1721887903.414,52,
1721887904.399,52,
1721887906.902,52,
1721887907.392,52,
1721887908.885,52,
1721887909.41,52,
1721887910.416,52,
1721887911.401,52,
1721887912.41,52,
1721887913.388,52,
1721887914.39,52,
1721887915.39,52,
1721887916.893,52,
1721887917.907,52,
1721887918.409,52,
1721887919.41,52,
1721887920.911,52,
1721887921.404,52,
1721887922.402,52,
1721887923.387,52,
1721887924.368,52,
1721887925.354,52,
1721887926.855,52,
1721887928.367,52,
1721887929.849,52,
1721887930.341,52,
