time,quality_max
1721887600.512,81,
1721887603.46,78,
1721887605.448,78,
1721887606.453,78,
1721887607.462,78,
1721887608.935,80,
1721887609.916,80,
1721887610.425,80,
1721887611.429,80,
1721887612.948,80,
1721887613.432,80,
1721887614.934,68,
1721887615.939,68,
1721887616.435,69,
1721887617.431,80,
1721887618.447,80,
1721887620.928,80,
1721887622.425,80,
1721887623.406,79,
1721887624.407,77,
1721887625.421,80,
1721887627.888,80,
1721887628.384,80,
1721887629.408,80,
1721887630.399,80,
1721887631.906,79,
1721887632.4,76,
1721887633.879,70,
1721887634.872,61,
1721887635.386,65,
1721887636.91,65,
1721887637.921,65,
1721887639.413,74,
1721887640.399,74,
1721887642.427,74,
1721887641.413,74,
1721887643.438,74,
1721887644.448,74,
1721887645.461,73,
1721887646.45,73,
1721887647.45,73,
1721887648.44,73,
1721887649.936,73,
1721887650.92,63,
1721887651.936,63,
1721887652.956,63,
1721887654.45,63,
1721887655.454,50,
1721887656.936,49,
1721887657.427,49,
1721887658.424,48,
1721887659.933,46,
1721887660.413,47,
1721887661.43,49,
1721887662.423,49,
1721887663.421,49,
1721887664.429,49,
1721887665.431,49,
1721887666.449,50,
1721887667.929,56,
1721887668.42,58,
1721887669.405,58,
1721887670.397,66,
1721887671.901,70,
1721887672.408,70,
1721887673.408,70,
1721887674.884,70,
1721887675.375,70,
1721887677.872,53,
1721887678.361,54,
1721887679.827,60,
1721887681.313,69,
1721887682.793,69,
1721887683.291,69,
1721887685.777,69,
1721887686.272,63,
1721887687.268,67,
1721887688.757,67,
1721887690.278,67,
1721887691.275,67,
1721887692.275,67,
1721887694.299,57,
1721887695.29,48,
1721887696.295,51,
1721887697.305,53,
1721887699.292,54,
1721887700.274,54,
1721887701.757,54,
1721887703.738,54,
1721887705.226,40,
1721887706.199,42,
1721887707.186,55,
1721887709.187,55,
1721887710.185,55,
1721887711.186,55,
1721887712.16,55,
1721887713.16,49,
1721887714.154,42,
1721887715.155,42,
1721887716.653,42,
1721887717.139,43,
1721887718.631,51,
1721887719.105,65,
1721887720.101,65,
1721887721.119,65,
1721887722.1,65,
1721887723.117,65,
1721887724.126,65,
1721887725.118,65,
1721887726.139,59,
1721887727.121,53,
1721887728.118,57,
1721887729.098,57,
1721887730.073,60,
1721887731.064,68,
1721887732.555,68,
1721887733.059,68,
1721887734.052,68,
1721887735.546,68,
1721887736.033,68,
1721887736.991,64,
1721887739.468,55,
1721887739.947,54,
1721887739.922,54,
1721887741.421,54,
1721887742.908,48,
1721887742.896,48,
1721887743.908,47,
1721887745.904,57,
1721887745.897,57,
1721887747.397,58,
1721887748.896,58,
1721887748.899,58,
1721887751.871,75,
1721887752.379,75,
1721887752.864,81,
1721887754.851,81,
1721887754.839,81,
1721887755.849,81,
1721887758.354,81,
1721887760.859,73,
1721887760.856,73,
1721887761.847,73,
1721887763.843,74,
1721887763.831,74,
1721887764.822,74,
1721887766.311,74,
1721887766.82,74,
1721887767.816,74,
1721887769.316,74,
1721887769.813,69,
1721887770.832,72,
1721887771.823,72,
1721887772.845,72,
1721887774.348,72,
1721887776.368,72,
1721887776.855,68,
1721887778.849,68,
1721887779.861,67,
1721887781.855,71,
1721887782.847,73,
1721887784.832,73,
1721887784.826,73,
1721887785.802,73,
1721887786.778,78,
1721887787.78,78,
1721887788.752,78,
1721887789.743,79,
1721887790.737,79,
1721887792.727,79,
1721887793.712,79,
1721887793.736,80,
1721887794.738,80,
1721887795.757,80,
1721887796.746,80,
1721887797.735,80,
1721887799.714,80,
1721887802.195,76,
1721887803.688,71,
1721887804.708,71,
1721887805.694,68,
1721887807.198,60,
1721887808.2,48,
1721887808.697,48,
1721887809.695,48,
1721887811.16,39,
1721887811.634,38,
1721887813.118,46,
1721887813.622,61,
1721887815.102,64,
1721887816.103,68,
1721887816.602,80,
1721887817.597,80,
1721887818.574,80,
1721887819.57,80,
1721887820.558,80,
1721887821.57,80,
1721887824.052,80,
1721887824.538,72,
1721887825.541,72,
1721887827.032,72,
1721887829.032,72,
1721887830.026,72,
1721887831.855,72,
1721887833.343,72,
1721887834.334,76,
1721887835.823,76,
1721887836.348,78,
1721887837.338,78,
1721887839.834,78,
1721887840.329,78,
1721887841.337,78,
1721887842.328,76,
1721887843.302,69,
1721887844.319,65,
1721887845.316,56,
1721887846.294,56,
1721887847.298,56,
1721887848.315,78,
1721887849.332,78,
1721887851.825,78,
1721887854.277,73,
1721887855.29,73,
1721887856.304,74,
1721887857.816,86,
1721887858.33,86,
1721887859.818,86,
1721887860.315,86,
1721887861.309,86,
1721887862.799,86,
1721887863.788,84,
1721887864.29,84,
1721887865.308,84,
1721887866.812,65,
1721887867.298,62,
1721887868.325,61,
1721887869.328,78,
1721887870.831,78,
1721887871.849,78,
1721887872.363,78,
1721887873.368,78,
1721887874.85,78,
1721887875.365,70,
1721887877.879,73,
1721887878.881,89,
1721887879.368,89,
1721887880.371,89,
1721887881.367,89,
1721887882.362,89,
1721887883.837,89,
1721887884.345,73,
1721887885.342,71,
1721887886.347,69,
1721887887.361,68,
1721887888.357,70,
1721887889.87,70,
1721887890.353,70,
1721887891.352,70,
1721887892.344,70,
1721887894.872,71,
1721887895.366,71,
1721887896.37,78,
1721887897.379,78,
1721887898.911,78,
1721887899.419,78,
1721887900.419,78,
1721887901.925,78,
1721887902.43,65,
1721887903.414,74,
1721887904.399,74,
1721887906.902,74,
1721887907.392,74,
1721887908.885,74,
1721887909.41,52,
1721887910.416,56,
1721887911.401,59,
1721887912.41,59,
1721887913.388,60,
1721887914.39,60,
1721887915.39,60,
1721887916.893,60,
1721887917.907,75,
1721887918.409,75,
1721887919.41,75,
1721887920.911,75,
1721887921.404,75,
1721887922.402,75,
1721887923.387,67,
1721887924.368,67,
1721887925.354,67,
1721887926.855,67,
1721887928.367,67,
1721887929.849,55,
1721887930.341,55,
