time,heart_rate
1721887598.497,85,
1721887599.509,85,
1721887600.512,86,
1721887603.46,87,
1721887605.448,86,
1721887606.453,86,
1721887607.462,85,
1721887608.935,84,
1721887609.916,84,
1721887610.425,84,
1721887611.429,84,
1721887612.948,84,
1721887613.432,83,
1721887614.934,82,
1721887615.939,81,
1721887616.435,80,
1721887617.431,79,
1721887618.447,79,
1721887620.928,78,
1721887622.425,79,
1721887623.406,79,
1721887624.407,80,
1721887625.421,80,
1721887627.888,81,
1721887628.384,82,
1721887629.408,82,
1721887630.399,81,
1721887631.906,85,
1721887632.4,86,
1721887633.879,88,
1721887634.872,86,
1721887635.386,87,
1721887636.91,87,
1721887637.921,87,
1721887639.413,87,
1721887640.399,87,
1721887642.427,85,
1721887641.413,86,
1721887643.438,83,
1721887644.448,80,
1721887645.461,79,
1721887646.45,78,
1721887647.45,79,
1721887648.44,80,
1721887649.936,82,
1721887650.92,82,
1721887651.936,83,
1721887652.956,83,
1721887654.45,82,
1721887655.454,82,
1721887656.936,84,
1721887657.427,82,
1721887658.424,82,
1721887659.933,82,
1721887660.413,83,
1721887661.43,82,
1721887662.423,82,
1721887663.421,82,
1721887664.429,83,
1721887665.431,84,
1721887666.449,85,
1721887667.929,86,
1721887668.42,87,
1721887669.405,87,
1721887670.397,87,
1721887671.901,87,
1721887672.408,87,
1721887673.408,87,
1721887674.884,88,
1721887675.375,90,
1721887677.872,92,
1721887678.361,93,
1721887679.827,94,
1721887681.313,94,
1721887682.793,94,
1721887683.291,94,
1721887685.777,94,
1721887686.272,93,
1721887687.268,92,
1721887688.757,91,
1721887690.278,90,
1721887691.275,89,
1721887692.275,89,
1721887694.299,89,
1721887695.29,88,
1721887696.295,88,
1721887697.305,87,
1721887699.292,88,
1721887700.274,89,
1721887701.757,88,
1721887703.738,91,
1721887705.226,89,
1721887706.199,85,
1721887707.186,84,
1721887709.187,83,
1721887710.185,82,
1721887711.186,82,
1721887712.16,87,
1721887713.16,89,
1721887714.154,91,
1721887715.155,89,
1721887716.653,89,
1721887717.139,88,
1721887718.631,87,
1721887719.105,86,
1721887720.101,85,
1721887721.119,85,
1721887722.1,85,
1721887723.117,85,
1721887724.126,88,
1721887725.118,89,
1721887726.139,90,
1721887727.121,89,
1721887728.118,88,
1721887729.098,86,
1721887730.073,84,
1721887731.064,81,
1721887732.555,80,
1721887733.059,78,
1721887734.052,78,
1721887735.546,78,
1721887736.033,80,
1721887736.991,78,
1721887739.468,79,
1721887739.947,80,
1721887739.922,80,
1721887741.421,79,
1721887742.908,77,
1721887742.896,77,
1721887743.908,77,
1721887745.904,76,
1721887745.897,76,
1721887747.397,77,
1721887748.896,79,
1721887748.899,79,
1721887751.871,82,
1721887752.379,82,
1721887752.864,83,
1721887754.851,82,
1721887754.839,82,
1721887755.849,81,
1721887758.354,78,
1721887760.859,77,
1721887760.856,77,
1721887761.847,77,
1721887763.843,74,
1721887763.831,74,
1721887764.822,72,
1721887766.311,72,
1721887766.82,72,
1721887767.816,73,
1721887769.316,73,
1721887769.813,72,
1721887770.832,73,
1721887771.823,73,
1721887772.845,74,
1721887774.348,75,
1721887776.368,76,
1721887776.855,76,
1721887778.849,77,
1721887779.861,77,
1721887781.855,77,
1721887782.847,77,
1721887784.832,77,
1721887784.826,77,
1721887785.802,78,
1721887786.778,78,
1721887787.78,78,
1721887788.752,79,
1721887789.743,79,
1721887790.737,79,
1721887792.727,79,
1721887793.712,78,
1721887793.736,77,
1721887794.738,77,
1721887795.757,77,
1721887796.746,77,
1721887797.735,78,
1721887799.714,79,
1721887802.195,80,
1721887803.688,80,
1721887804.708,81,
1721887805.694,80,
1721887807.198,80,
1721887808.2,80,
1721887808.697,80,
1721887809.695,80,
1721887811.16,80,
1721887811.634,80,
1721887813.118,81,
1721887813.622,80,
1721887815.102,79,
1721887816.103,78,
1721887816.602,77,
1721887817.597,76,
1721887818.574,75,
1721887819.57,76,
1721887820.558,78,
1721887821.57,79,
1721887824.052,81,
1721887824.538,81,
1721887825.541,81,
1721887827.032,80,
1721887829.032,78,
1721887830.026,78,
1721887831.855,78,
1721887833.343,79,
1721887834.334,79,
1721887835.823,79,
1721887836.348,78,
1721887837.338,78,
1721887839.834,78,
1721887840.329,78,
1721887841.337,81,
1721887842.328,82,
1721887843.302,85,
1721887844.319,86,
1721887845.316,84,
1721887846.294,84,
1721887847.298,83,
1721887848.315,82,
1721887849.332,82,
1721887851.825,84,
1721887854.277,84,
1721887855.29,84,
1721887856.304,84,
1721887857.816,83,
1721887858.33,83,
1721887859.818,82,
1721887860.315,82,
1721887861.309,82,
1721887862.799,82,
1721887863.788,82,
1721887864.29,84,
1721887865.308,85,
1721887866.812,85,
1721887867.298,85,
1721887868.325,84,
1721887869.328,83,
1721887870.831,83,
1721887871.849,83,
1721887872.363,83,
1721887873.368,83,
1721887874.85,83,
1721887875.365,83,
1721887877.879,82,
1721887878.881,81,
1721887879.368,81,
1721887880.371,81,
1721887881.367,81,
1721887882.362,83,
1721887883.837,83,
1721887884.345,83,
1721887885.342,83,
1721887886.347,83,
1721887887.361,83,
1721887888.357,84,
1721887889.87,84,
1721887890.353,84,
1721887891.352,84,
1721887892.344,84,
1721887894.872,83,
1721887895.366,83,
1721887896.37,82,
1721887897.379,83,
1721887898.911,83,
1721887899.419,83,
1721887900.419,84,
1721887901.925,85,
1721887902.43,86,
1721887903.414,87,
1721887904.399,86,
1721887906.902,84,
1721887907.392,83,
1721887908.885,83,
1721887909.41,84,
1721887910.416,87,
1721887911.401,88,
1721887912.41,91,
1721887913.388,92,
1721887914.39,90,
1721887915.39,86,
1721887916.893,88,
1721887917.907,85,
1721887918.409,85,
1721887919.41,85,
1721887920.911,86,
1721887921.404,87,
1721887922.402,88,
1721887923.387,88,
1721887924.368,90,
1721887925.354,88,
1721887926.855,91,
1721887928.367,93,
1721887929.849,92,
1721887930.341,91,
