time,spo2
1721887597.006,96,
1721887598.497,96,
1721887599.509,96,
1721887600.512,96,
1721887602.46,96,
1721887604.448,97,
1721887605.453,98,
1721887606.462,98,
1721887607.935,98,
1721887608.916,98,
1721887609.425,98,
1721887610.429,98,
1721887611.948,98,
1721887612.432,99,
1721887613.934,99,
1721887614.939,99,
1721887615.435,99,
1721887616.431,99,
1721887617.447,98,
1721887619.928,98,
1721887621.425,98,
1721887622.406,98,
1721887623.407,98,
1721887624.421,98,
1721887626.888,98,
1721887627.384,98,
1721887628.408,98,
1721887629.399,98,
1721887630.906,98,
1721887631.4,99,
1721887632.879,98,
1721887633.872,98,
1721887634.386,98,
1721887635.91,99,
1721887636.921,99,
1721887638.413,99,
1721887639.399,99,
1721887641.427,99,
1721887640.413,99,
1721887642.438,99,
1721887643.448,99,
1721887644.461,99,
1721887645.45,99,
1721887646.45,99,
1721887647.44,99,
1721887648.936,99,
1721887649.92,99,
1721887650.936,99,
1721887651.956,99,
1721887653.45,99,
1721887654.454,99,
1721887655.936,99,
1721887656.427,99,
1721887657.424,99,
1721887658.933,99,
1721887659.413,99,
1721887660.43,99,
1721887661.423,99,
1721887662.421,99,
1721887663.429,99,
1721887664.431,99,
1721887665.449,99,
1721887666.929,99,
1721887666.42,99,
1721887666.405,99,
1721887666.397,99,
1721887666.901,99,
1721887666.408,99,
1721887666.408,99,
1721887666.884,99,
1721887666.375,99,
1721887666.872,99,
1721887666.361,99,
1721887666.827,99,
1721887680.313,99,
1721887681.793,99,
1721887682.291,99,
1721887684.777,99,
1721887685.272,99,
1721887686.268,99,
1721887687.757,99,
1721887689.278,99,
1721887690.275,99,
1721887691.275,99,
1721887693.299,99,
1721887694.29,99,
1721887695.295,99,
1721887696.305,99,
1721887698.292,99,
1721887699.274,99,
1721887700.757,99,
1721887702.738,99,
1721887704.226,99,
1721887705.199,99,
1721887706.186,99,
1721887708.187,99,
1721887709.185,99,
1721887710.186,99,
1721887711.16,99,
1721887712.16,99,
1721887713.154,98,
1721887714.155,98,
1721887715.653,98,
1721887716.139,98,
1721887717.631,98,
1721887718.105,99,
1721887719.101,99,
1721887720.119,99,
1721887721.1,99,
1721887722.117,99,
1721887723.126,99,
1721887724.118,99,
1721887725.139,99,
1721887726.121,99,
1721887727.118,99,
1721887728.098,98,
1721887729.073,98,
1721887730.064,98,
1721887731.555,98,
1721887732.059,98,
1721887733.052,98,
1721887734.546,98,
1721887735.033,98,
1721887736.991,98,
1721887738.468,98,
1721887738.947,98,
1721887739.922,98,
1721887741.421,98,
1721887741.908,98,
1721887742.896,98,
1721887743.908,98,
1721887744.904,97,
1721887745.897,97,
1721887747.397,97,
1721887747.896,97,
1721887748.899,97,
1721887750.871,97,
1721887752.379,97,
1721887752.864,97,
1721887753.851,97,
1721887754.839,97,
1721887755.849,97,
1721887757.354,97,
1721887759.859,97,
1721887760.856,97,
1721887761.847,97,
1721887762.843,97,
1721887763.831,97,
1721887764.822,97,
1721887766.311,97,
1721887766.82,97,
1721887767.816,97,
1721887769.316,97,
1721887769.813,97,
1721887770.832,97,
1721887771.823,97,
1721887772.845,97,
1721887774.348,97,
1721887775.368,97,
1721887776.855,97,
1721887778.849,98,
1721887779.861,98,
1721887780.855,98,
1721887782.847,98,
1721887783.832,98,
1721887784.826,98,
1721887785.802,98,
1721887786.778,98,
1721887787.78,98,
1721887788.752,98,
1721887789.743,98,
1721887790.737,98,
1721887792.727,98,
1721887793.712,98,
1721887793.736,98,
1721887794.738,98,
1721887795.757,98,
1721887796.746,98,
1721887797.735,98,
1721887799.714,98,
1721887802.195,98,
1721887803.688,97,
1721887804.708,97,
1721887805.694,97,
1721887807.198,97,
1721887808.2,97,
1721887808.697,97,
1721887809.695,97,
1721887811.16,97,
1721887811.634,97,
1721887813.118,97,
1721887813.622,97,
1721887815.102,97,
1721887816.103,97,
1721887816.602,97,
1721887817.597,97,
1721887818.574,97,
1721887819.57,97,
1721887820.558,97,
1721887821.57,97,
1721887824.052,97,
1721887824.538,97,
1721887825.541,97,
1721887827.032,97,
1721887829.032,97,
1721887830.026,97,
1721887831.855,97,
1721887832.343,97,
1721887833.334,97,
1721887834.823,97,
1721887835.348,97,
1721887836.338,97,
1721887838.834,97,
1721887839.329,97,
1721887840.337,97,
1721887841.328,97,
1721887842.302,97,
1721887843.319,97,
1721887844.316,97,
1721887845.294,97,
1721887846.298,97,
1721887847.315,97,
1721887848.332,97,
1721887850.825,97,
1721887853.277,97,
1721887854.29,97,
1721887855.304,97,
1721887856.816,97,
1721887857.33,97,
1721887858.818,97,
1721887859.315,97,
1721887860.309,97,
1721887861.799,97,
1721887862.788,97,
1721887863.29,97,
1721887864.308,97,
1721887865.812,97,
1721887866.298,97,
1721887867.325,98,
1721887868.328,98,
1721887869.831,98,
1721887870.849,98,
1721887871.363,98,
1721887872.368,98,
1721887873.85,98,
1721887875.365,98,
1721887877.879,98,
1721887878.881,98,
1721887879.368,98,
1721887880.371,98,
1721887881.367,98,
1721887882.362,98,
1721887882.837,98,
1721887883.345,98,
1721887884.342,98,
1721887885.347,98,
1721887886.361,98,
1721887887.357,98,
1721887889.87,98,
1721887889.353,98,
1721887890.352,98,
1721887891.344,98,
1721887893.872,98,
1721887895.366,98,
1721887896.37,98,
1721887897.379,98,
1721887898.911,98,
1721887899.419,98,
1721887900.419,98,
1721887901.925,98,
1721887902.43,98,
1721887903.414,98,
1721887904.399,98,
1721887906.902,98,
1721887907.392,98,
1721887908.885,98,
1721887909.41,98,
1721887910.416,98,
1721887911.401,98,
1721887912.41,98,
1721887913.388,98,
1721887914.39,98,
1721887915.39,98,
1721887916.893,98,
1721887917.907,98,
1721887918.409,98,
1721887919.41,98,
1721887920.911,97,
1721887921.404,97,
1721887922.402,97,
1721887923.387,97,
1721887924.368,97,
1721887924.354,97,
1721887925.855,97,
1721887928.367,97,
1721887929.849,97,
1721887929.341,97,
